model,context,batch,path,H,P,G,E2E_s,decode_s,tokens_per_s,Decode_tokens_per_s,E2E_J,J_per_token,tokens_per_J,E2E_tokens_per_s,E2E_tokens_per_J,mean_TTFT,P95_TTFT,max_TTFT,mean_TPOT,P95_TPOT,mean_completion_latency,P95_completion_latency,max_completion_latency,Tmax_C,thermal_feasible,safe_resident_batch,num_waves,wave_sizes,selected_HBM_policy,HBM_host_read_GB,wave_admission_GB,C2C_GB_per_token,local_memory_GB,M3D_boundary_GB,traffic_phase,normalized_throughput,normalized_energy_efficiency,Decode_local_memory_GB,Decode_M3D_boundary_GB
Llama-3.1-8B,LC20K,32,M3D_NMP_UNIFORM,20000,128,32,1.22708174910861,1.0838011607650213,834.5002284842597,944.8227563044779,479.07498556996296,0.46784666559566696,2.137452446576252,834.5002284842597,2.137452446576252,0.1771476182909885,0.1771476182909885,0.1771476182909885,0.033868786273906916,0.033868786273906916,1.22708174910861,1.22708174910861,1.22708174910861,69.57397130150116,True,32,1,[32],NOT_APPLICABLE,0.0,0.0,0.0,3316.27896832,1289.633742848,E2E_UNLESS_PREFIXED_DECODE,0.9574474273468098,1.082359397099156,3184.055549952,1157.41032448
Llama-3.1-8B,LC20K,32,M3D_NMP_CPA,20000,128,32,1.0286504439415038,0.8853698555979154,995.4790823560191,1156.5787941904389,412.26583951948516,0.4026033589057472,2.4838342201563903,995.4790823560191,2.4838342201563903,0.170945354567083,0.170945354567083,0.170945354567083,0.027667807987434855,0.027667807987434855,1.0286504439415038,1.0286504439415038,1.0286504439415038,71.72686479470008,True,32,1,[32],NOT_APPLICABLE,0.0,0.0,0.0,3316.27896832,1289.633742848,E2E_UNLESS_PREFIXED_DECODE,1.1421433498113311,1.2577595882093073,3184.055549952,1157.41032448
Llama-3.1-8B,LC64K,1,HBM_BEST,64000,128,32,0.2514705563569978,0.24277476651983204,127.2514781196551,131.8094151987824,110.5073735695291,3.453355424047784,0.28957343719572,127.2514781196551,0.28957343719572,0.016281843078159212,0.016281843078159212,0.016281843078159212,0.007586711453744751,0.007586711453744751,0.2514705563569978,0.2514705563569978,0.2514705563569978,85.0,True,15,1,[1],HBM_HOST_OFFLOAD,0.0,0.0,0.0,773.779360256,0.0,E2E_UNLESS_PREFIXED_DECODE,1.0,1.0,,
Llama-3.1-8B,LC64K,1,M3D_GPU,64000,128,32,0.24342421043844173,0.23472842060127602,131.45775410902405,136.32776089929538,96.8825555422477,3.0275798606952407,0.33029681990630105,131.45775410902405,0.33029681990630105,0.016030457413531665,0.016030457413531665,0.016030457413531665,0.007335263143789876,0.007335263143789876,0.24342421043844173,0.24342421043844173,0.24342421043844173,81.82085569755606,True,1,1,[1],NOT_APPLICABLE,0.0,0.0,0.0,773.779360256,773.779360256,E2E_UNLESS_PREFIXED_DECODE,1.033054830101178,1.1406323145691588,749.33993472,749.33993472
Llama-3.1-8B,LC64K,1,M3D_NMP_UNIFORM,64000,128,32,0.06611689980548607,0.05742110996832036,483.9912351326671,557.2863362908629,24.16382900723091,0.7551196564759659,1.3242934300861073,483.9912351326671,1.3242934300861073,0.01049013539750538,0.01049013539750538,0.01049013539750538,0.0017944096865100112,0.0017944096865100112,0.06611689980548607,0.06611689980548607,0.06611689980548607,64.85036122683522,True,1,1,[1],NOT_APPLICABLE,0.0,0.0,0.0,773.779360256,66.37566617600001,E2E_UNLESS_PREFIXED_DECODE,3.803423286585073,4.573255899818704,749.33993472,41.93624064
Llama-3.1-8B,LC64K,1,M3D_NMP_CPA,64000,128,32,0.06164539575360818,0.05294960591644247,519.0979733166365,604.3482183889687,21.76545452310836,0.6801704538471363,1.4702196991119865,519.0979733166365,1.4702196991119865,0.010350416704074989,0.010350416704074989,0.010350416704074989,0.001654675184888827,0.001654675184888827,0.06164539575360818,0.06164539575360818,0.06164539575360818,63.21045535262681,True,1,1,[1],NOT_APPLICABLE,0.0,0.0,0.0,773.779360256,66.37566617600001,E2E_UNLESS_PREFIXED_DECODE,4.079308004803893,5.07719117247028,749.33993472,41.93624064
Llama-3.1-8B,LC64K,8,HBM_BEST,64000,128,32,0.9224992947213844,0.8529329760240587,277.50698723007457,300.14081668332517,406.08830712729247,1.5862824497159862,0.630404755583751,277.50698723007457,0.630404755583751,0.09621520849606749,0.09621520849606749,0.09621520849606749,0.026654155500751835,0.026654155500751835,0.9224992947213844,0.9224992947213844,0.9224992947213844,85.0,True,15,1,[8],HBM_HOST_OFFLOAD,0.0,0.0,0.0,2723.082686464,0.0,E2E_UNLESS_PREFIXED_DECODE,1.0,1.0,,
Llama-3.1-8B,LC64K,8,M3D_GPU,64000,128,32,0.8715431607851387,0.801976842087813,293.73186724267305,319.21121230077756,356.46227071325126,1.3924307449736377,0.7181685721963376,293.73186724267305,0.7181685721963376,0.09462322122365541,0.09462322122365541,0.09462322122365541,0.025061776315244155,0.025061776315244155,0.8715431607851387,0.8715431607851387,0.8715431607851387,83.23336565282324,True,8,1,[8],NOT_APPLICABLE,0.0,0.0,0.0,2723.0826864640003,2723.0826864640003,E2E_UNLESS_PREFIXED_DECODE,1.0584665639396922,1.1392182020126385,2632.632500224,2632.632500224
Llama-3.1-8B,LC64K,8,M3D_NMP_UNIFORM,64000,128,32,0.39243890537187853,0.3228725866745528,652.3308379871567,792.8824265840858,161.0851880217205,0.6292390157098458,1.5892212260104344,652.3308379871567,1.5892212260104344,0.07965558845904275,0.07965558845904275,0.07965558845904275,0.010089768333579776,0.010089768333579776,0.39243890537187853,0.39243890537187853,0.39243890537187853,71.5367909252675,True,8,1,[8],NOT_APPLICABLE,0.0,0.0,0.0,2723.0826864640003,425.94011136,E2E_UNLESS_PREFIXED_DECODE,2.3506825701881313,2.5209537395364747,2632.632500224,335.48992512
Llama-3.1-8B,LC64K,8,M3D_NMP_CPA,64000,128,32,0.3538589425121879,0.2842926238148622,723.4521139484348,900.4806264924869,144.3836081261585,0.5639984692428066,1.7730544576522436,723.4521139484348,1.7730544576522436,0.0784499842311346,0.0784499842311346,0.0784499842311346,0.008884144494214444,0.008884144494214444,0.3538589425121879,0.3538589425121879,0.3538589425121879,71.43578822299287,True,8,1,[8],NOT_APPLICABLE,0.0,0.0,0.0,2723.0826864640003,425.94011136,E2E_UNLESS_PREFIXED_DECODE,2.6069690034458035,2.81256516856445,2632.632500224,335.48992512
Llama-3.1-8B,LC64K,32,HBM_BEST,64000,128,32,3.8769116158824017,3.256122596077006,264.12776494697914,314.48447341439805,1589.741535916245,1.552481968668208,0.6441298644246715,264.12776494697914,0.6441298644246715,1.2761044260690149,2.740323210371369,3.5572807064683523,0.04350841407801702,0.04572159954775891,2.624874600880951,3.663715822152179,3.8769116158824017,85.0,True,15,3,"[15, 15, 2]",HBM_RESIDENT_WAVE,142.606336,142.606336,0.139264,10539.629625344,0.0,E2E_UNLESS_PREFIXED_DECODE,1.0,1.0,,
Llama-3.1-8B,LC64K,32,M3D_GPU,64000,128,32,3.024816591020845,2.746551316231542,338.53292230667455,372.8311915922979,1246.4427866441663,1.2172292838321936,0.8215379084963415,338.53292230667455,0.8215379084963415,0.36407545356723897,0.36407545356723897,0.36407545356723897,0.08582972863223569,0.08582972863223569,3.024816591020845,3.024816591020845,3.024816591020845,83.64851147615059,True,32,1,[32],NOT_APPLICABLE,0.0,0.0,0.0,9406.40837632,9406.40837632,E2E_UNLESS_PREFIXED_DECODE,1.2817013855950792,1.2754227895179624,9089.635581952,9089.635581952
Llama-3.1-8B,LC64K,32,M3D_NMP_UNIFORM,64000,128,32,1.5274767327961611,1.2492114580068583,670.3866435500402,819.7171050878867,631.2782682821589,0.6164826838692958,1.622105577602916,670.3866435500402,1.622105577602916,0.31730141081445123,0.31730141081445123,0.31730141081445123,0.03903785806271432,0.03903785806271432,1.5274767327961611,1.5274767327961611,1.5274767327961611,72.00844124920184,True,32,1,[32],NOT_APPLICABLE,0.0,0.0,0.0,9406.40837632,1658.732494848,E2E_UNLESS_PREFIXED_DECODE,2.538115005382388,2.518289660504656,9089.635581952,1341.95970048
Llama-3.1-8B,LC64K,32,M3D_NMP_CPA,64000,128,32,1.3814093482171288,1.103144073427826,741.2719490581068,928.255904795917,574.1616630691624,0.5607047490909789,1.783469823683876,741.2719490581068,1.783469823683876,0.31273652548649683,0.31273652548649683,0.31273652548649683,0.03447325229461956,0.03447325229461956,1.3814093482171288,1.3814093482171288,1.3814093482171288,72.61772493729814,True,32,1,[32],NOT_APPLICABLE,0.0,0.0,0.0,9406.40837632,1658.732494848,E2E_UNLESS_PREFIXED_DECODE,2.806490068194494,2.768804742933086,9089.635581952,1341.95970048
Llama-3.1-8B,LC126K,1,HBM_BEST,126000,128,32,0.3416657164720366,0.3270259986805852,93.65879705586153,97.85154736659098,150.18109158717206,4.693159112099127,0.21307609141611358,93.65879705586153,0.21307609141611358,0.02485862203746846,0.02485862203746846,0.02485862203746846,0.010219562458768287,0.010219562458768287,0.3416657164720366,0.3416657164720366,0.3416657164720366,85.0,True,7,1,[1],HBM_HOST_OFFLOAD,0.0,0.0,0.0,1041.952672256,0.0,E2E_UNLESS_PREFIXED_DECODE,1.0,1.0,,
Llama-3.1-8B,LC126K,1,M3D_GPU,126000,128,32,0.3276414110373045,0.3130016932458531,97.66775176156396,102.23586865667528,131.5896864234293,4.112177700732166,0.24318015240974433,97.66775176156396,0.24318015240974433,0.024420468389186843,0.024420468389186843,0.024420468389186843,0.009781302913932909,0.009781302913932909,0.3276414110373045,0.3276414110373045,0.3276414110373045,82.32162335415774,True,1,1,[1],NOT_APPLICABLE,0.0,0.0,0.0,1041.9526722560001,1041.9526722560001,E2E_UNLESS_PREFIXED_DECODE,1.0428038244321176,1.141283148163446,1009.38678272,1009.38678272
Llama-3.1-8B,LC126K,1,M3D_NMP_UNIFORM,126000,128,32,0.07954017270352033,0.0649004549120689,402.31242795106135,493.06279968846985,30.90957555957394,0.9659242362366857,1.0352778846258959,402.31242795106135,1.0352778846258959,0.01666777921722074,0.01666777921722074,0.01666777921722074,0.002028139216002153,0.002028139216002153,0.07954017270352033,0.07954017270352033,0.07954017270352033,67.41185789736545,True,1,1,[1],NOT_APPLICABLE,0.0,0.0,0.0,1041.9526722560001,82.62859417600001,E2E_UNLESS_PREFIXED_DECODE,4.295511373171999,4.858723837786732,1009.38678272,50.06270464
Llama-3.1-8B,LC126K,1,M3D_NMP_CPA,126000,128,32,0.07611170863213063,0.061471990840679204,420.43465552277945,520.5622847474779,28.58690438283819,0.8933407619636934,1.1193936766098684,420.43465552277945,1.1193936766098684,0.016560661508991815,0.016560661508991815,0.016560661508991815,0.0019209997137712251,0.0019209997137712251,0.07611170863213063,0.07611170863213063,0.07611170863213063,65.5664569295181,True,1,1,[1],NOT_APPLICABLE,0.0,0.0,0.0,1041.9526722560001,82.62859417600001,E2E_UNLESS_PREFIXED_DECODE,4.48900336902701,5.253492633407747,1009.38678272,50.06270464
Llama-3.1-8B,LC126K,8,HBM_BEST,126000,128,32,1.619029126899482,1.5019113845678707,158.11945303927433,170.4494703418579,723.0917049817795,2.824576972585076,0.35403531562632257,158.11945303927433,0.35403531562632257,0.1640524730993574,0.1640524730993574,0.1640524730993574,0.04693473076774596,0.04693473076774596,1.619029126899482,1.619029126899482,1.619029126899482,85.0,True,7,1,[8],HBM_HOST_OFFLOAD,79.624667136,0.0,0.311164928,4788.810960896,0.0,E2E_UNLESS_PREFIXED_DECODE,1.0,1.0,,
Llama-3.1-8B,LC126K,8,M3D_GPU,126000,128,32,1.5452732303728436,1.4281554880412322,165.66649506911622,179.25219077588915,634.1645550603182,2.477205293204368,0.4036807134004055,165.66649506911622,0.4036807134004055,0.1617427275439854,0.1617427275439854,0.1617427275439854,0.044629859001288505,0.044629859001288505,1.5452732303728436,1.5452732303728436,1.5452732303728436,83.50259014639363,True,8,1,[8],NOT_APPLICABLE,0.0,0.0,0.0,4868.4691824639995,4868.4691824639995,E2E_UNLESS_PREFIXED_DECODE,1.0477300033915962,1.140227247347501,4713.007284224,4713.007284224
Llama-3.1-8B,LC126K,8,M3D_NMP_UNIFORM,126000,128,32,0.5000864923320313,0.38296875000041986,511.91144717028146,668.4618523044487,215.1911890636708,0.8405905822799641,1.1896397855037395,511.91144717028146,1.1896397855037395,0.12908518039243344,0.12908518039243344,0.12908518039243344,0.01196777343751312,0.01196777343751312,0.5000864923320313,0.5000864923320313,0.5000864923320313,73.97939042108044,True,8,1,[8],NOT_APPLICABLE,0.0,0.0,0.0,4868.4691824639995,555.96353536,E2E_UNLESS_PREFIXED_DECODE,3.237498216257622,3.3602291438049114,4713.007284224,400.50163712
Llama-3.1-8B,LC126K,8,M3D_NMP_CPA,126000,128,32,0.4623916124049061,0.3452738700732947,553.6432606736527,741.4404106098627,198.69079306172162,0.7761359103973501,1.2884341345422874,553.6432606736527,1.2884341345422874,0.12790717863179424,0.12790717863179424,0.12790717863179424,0.010789808439790459,0.010789808439790459,0.4623916124049061,0.4623916124049061,0.4623916124049061,74.10255685829242,True,8,1,[8],NOT_APPLICABLE,0.0,0.0,0.0,4868.4691824639995,555.96353536,E2E_UNLESS_PREFIXED_DECODE,3.5014240818056495,3.6392813871207266,4713.007284224,400.50163712
Llama-3.1-8B,LC126K,32,HBM_BEST,126000,128,32,7.723533409116053,6.26338064125956,132.5818049535951,163.4899838682125,3059.6753256385887,2.9879641851939343,0.33467603291740755,132.5818049535951,0.33467603291740755,3.2683710111288775,6.908544582808662,6.908544582808662,0.040351402614084916,0.042360191957772686,4.519268852824986,7.723533409116053,7.723533409116053,85.0,True,7,5,"[7, 7, 7, 7, 4]",HBM_RESIDENT_WAVE,412.8768,412.8768,0.4032,20382.060986368,0.0,E2E_UNLESS_PREFIXED_DECODE,1.0,1.0,,
Llama-3.1-8B,LC126K,32,M3D_GPU,126000,128,32,5.719738451664811,5.251267482338365,179.0291651713463,195.00054100158263,2357.255162043405,2.302006994183013,0.4344035454831023,179.0291651713463,0.4344035454831023,0.6325535282952197,0.6325535282952197,0.6325535282952197,0.1641021088230739,0.1641021088230739,5.719738451664811,5.719738451664811,5.719738451664811,83.74461457175073,True,32,1,[32],NOT_APPLICABLE,0.0,0.0,0.0,17987.95436032,17987.95436032,E2E_UNLESS_PREFIXED_DECODE,1.350329822663134,1.297982235824774,17411.134717952,17411.134717952
Llama-3.1-8B,LC126K,32,M3D_NMP_UNIFORM,126000,128,32,1.9546123942657714,1.4861414249393257,523.8890344725633,689.0326740214557,847.9068328956679,0.8280340164996757,1.207679853814788,523.8890344725633,1.207679853814788,0.5149112070370906,0.5149112070370906,0.5149112070370906,0.04644191952935393,0.04644191952935393,1.9546123942657714,1.9546123942657714,1.9546123942657714,74.5797286722813,True,32,1,[32],NOT_APPLICABLE,0.0,0.0,0.0,17987.95436032,2178.826190848,E2E_UNLESS_PREFIXED_DECODE,3.9514399027523375,3.6085041503788324,17411.134717952,1602.00654848
Llama-3.1-8B,LC126K,32,M3D_NMP_CPA,126000,128,32,1.8217211228718735,1.3532501535454278,562.10579497794,756.69675508049,791.53122377015,0.7729797107130371,1.293695017010922,562.10579497794,1.293695017010922,0.5107582093660115,0.5107582093660115,0.5107582093660115,0.04228906729829462,0.04228906729829462,1.8217211228718735,1.8217211228718735,1.8217211228718735,74.90371774517263,True,32,1,[32],NOT_APPLICABLE,0.0,0.0,0.0,17987.95436032,2178.826190848,E2E_UNLESS_PREFIXED_DECODE,4.2396903193065025,3.8655143773924925,17411.134717952,1602.00654848
Qwen2.5-32B,LC20K,1,HBM_BEST,20000,128,32,0.7415123733267895,0.717941545457839,43.15504521715834,44.57187385582103,323.0318577601544,10.094745555004826,0.09906143691796321,43.15504521715834,0.09906143691796321,0.046005184739005514,0.046005184739005514,0.046005184739005514,0.022435673295557467,0.022435673295557467,0.7415123733267895,0.7415123733267895,0.7415123733267895,85.0,True,14,1,[1],HBM_HOST_OFFLOAD,0.0,0.0,0.0,2288.72564224,0.0,E2E_UNLESS_PREFIXED_DECODE,1.0,1.0,,
Qwen2.5-32B,LC20K,1,M3D_GPU,20000,128,32,0.7066087526845413,0.6842683841316031,45.28673028521923,46.76527623092045,281.8913364412128,8.8091042637879,0.1135189197510987,45.28673028521923,0.1135189197510987,0.04372298760285638,0.04372298760285638,0.04372298760285638,0.021383387004112596,0.021383387004112596,0.7066087526845413,0.7066087526845413,0.7066087526845413,82.53021133161491,True,1,1,[1],NOT_APPLICABLE,0.0,0.0,0.0,2288.72564224,2288.72564224,E2E_UNLESS_PREFIXED_DECODE,1.0493959641875972,1.145944610566353,2215.972765696,2215.972765696
Qwen2.5-32B,LC20K,1,M3D_NMP_UNIFORM,20000,128,32,0.1809397406165161,0.15951526661844279,176.85445934080803,200.60775798057836,63.362697423587754,1.9800842944871173,0.5050290044641865,176.85445934080803,0.5050290044641865,0.026409114390054753,0.026409114390054753,0.026409114390054753,0.004984852081826337,0.004984852081826337,0.1809397406165161,0.1809397406165161,0.1809397406165161,64.22378051056103,True,1,1,[1],NOT_APPLICABLE,0.0,0.0,0.0,2288.72564224,175.806729216,E2E_UNLESS_PREFIXED_DECODE,4.098117808725899,5.098139297963359,2215.972765696,103.053852672
Qwen2.5-32B,LC20K,1,M3D_NMP_CPA,20000,128,32,0.16667075748506024,0.14524628348698693,191.99528749287867,220.31544788453732,57.38864797307021,1.7933952491584442,0.5576015663414147,191.99528749287867,0.5576015663414147,0.025963049444460047,0.025963049444460047,0.025963049444460047,0.0045389463589683415,0.0045389463589683415,0.16667075748506024,0.16667075748506024,0.16667075748506024,63.57467944747498,True,1,1,[1],NOT_APPLICABLE,0.0,0.0,0.0,2288.72564224,175.806729216,E2E_UNLESS_PREFIXED_DECODE,4.4489650405126175,5.628845933288724,2215.972765696,103.053852672
Qwen2.5-32B,LC20K,8,HBM_BEST,20000,128,32,1.230968883883514,1.101180760337914,207.96626409626222,232.47772683700222,542.8365497178637,2.120455272335405,0.47159683726723006,207.96626409626222,0.47159683726723006,0.1641894909021397,0.1641894909021397,0.1641894909021397,0.03441189876055981,0.03441189876055981,1.230968883883514,1.230968883883514,1.230968883883514,85.0,True,14,1,[8],HBM_HOST_OFFLOAD,0.0,0.0,0.0,3533.10961664,0.0,E2E_UNLESS_PREFIXED_DECODE,1.0,1.0,,
Qwen2.5-32B,LC20K,8,M3D_GPU,20000,128,32,1.1729566117527543,1.0431684882071544,218.25189221403343,245.40618595561241,479.1089703963491,1.8715194156107386,0.534325207453788,218.25189221403343,0.534325207453788,0.16237776351640434,0.16237776351640434,0.16237776351640434,0.032599015256473574,0.032599015256473574,1.1729566117527543,1.1729566117527543,1.1729566117527543,82.8530214580345,True,8,1,[8],NOT_APPLICABLE,0.0,0.0,0.0,3533.10961664,3533.10961664,E2E_UNLESS_PREFIXED_DECODE,1.0494581568913035,1.1330127032870938,3398.865256448,3398.865256448
Qwen2.5-32B,LC20K,8,M3D_NMP_UNIFORM,20000,128,32,0.9307136538884302,0.8009255303428302,275.0577462041705,319.6302156711387,377.8526542280737,1.4759869305784128,0.6775127741870437,275.0577462041705,0.6775127741870437,0.15481600989617159,0.15481600989617159,0.15481600989617159,0.025028922823213444,0.025028922823213444,0.9307136538884302,0.9307136538884302,0.9307136538884302,71.27374681461401,True,8,1,[8],NOT_APPLICABLE,0.0,0.0,0.0,3533.10961664,958.675181568,E2E_UNLESS_PREFIXED_DECODE,1.322607526751807,1.4366355340995034,3398.865256448,824.430821376
Qwen2.5-32B,LC20K,8,M3D_NMP_CPA,20000,128,32,0.7938822994435855,0.6640941758979855,322.4659375570217,385.4874945316872,323.2279648056147,1.2626092375219324,0.792010679379042,322.4659375570217,0.792010679379042,0.15053910471122822,0.15053910471122822,0.15053910471122822,0.020752942996812046,0.020752942996812046,0.7938822994435855,0.7938822994435855,0.7938822994435855,71.93688507180087,True,8,1,[8],NOT_APPLICABLE,0.0,0.0,0.0,3533.10961664,958.675181568,E2E_UNLESS_PREFIXED_DECODE,1.550568497050851,1.6794232208352358,3398.865256448,824.430821376
Qwen2.5-32B,LC20K,32,HBM_BEST,20000,128,32,4.487352574723095,3.7415299551623993,228.19691186471763,273.6848327479323,1902.6178914467334,1.8580252846159506,0.5382058082200413,228.19691186471763,0.5382058082200413,1.4938867362395243,3.6327287271094875,3.6327287271094875,0.042538623183239976,0.044677234873418965,2.8126008393451207,4.487352574723095,4.487352574723095,85.0,True,14,3,"[14, 14, 4]",HBM_RESIDENT_WAVE,94.37184,94.37184,0.09216,12115.85380352,0.0,E2E_UNLESS_PREFIXED_DECODE,1.0,1.0,,
Qwen2.5-32B,LC20K,32,M3D_GPU,20000,128,32,2.7928394417141345,2.2736869475317345,366.6519402101788,450.3698282261911,1156.8250100777468,1.1297119239040496,0.8851814155808924,366.6519402101788,0.8851814155808924,0.5901663251563272,0.5901663251563272,0.5901663251563272,0.0710527171103667,0.0710527171103667,2.7928394417141345,2.7928394417141345,2.7928394417141345,83.16707890112292,True,32,1,[32],NOT_APPLICABLE,0.0,0.0,0.0,7799.568957439999,7799.568957439999,E2E_UNLESS_PREFIXED_DECODE,1.60673489055602,1.6446894516214376,7454.496653312,7454.496653312
