model,workload_id,batch_size,system,status,energy_status,prefill_known_J,decode_known_J,E2E_known_J,E2E_known_J_per_token,E2E_J_per_token,E2E_tokens_per_J,decode_J_per_token,decode_tokens_per_J,unresolved_HBM_write_bytes,host_static_power_status,HBM_read_J,Grace_memory_J,C2C_J,GPU_dynamic_J,GPU_static_J,prefill_J,decode_J,E2E_J,average_decode_power_W,decode_array_read_J,decode_array_write_J,decode_read_peripheral_J,decode_row_select_J,decode_column_select_J,decode_write_driver_J,decode_router_J,decode_pipeline_register_J,decode_sram_read_J,decode_sram_write_J,decode_mac_J,decode_reduction_J,decode_interface_J,decode_miv_J,decode_feol_wire_J,decode_gpu_dynamic_J,decode_gpu_static_J,decode_feol_unresolved_J,prefill_array_read_J,prefill_array_write_J,prefill_read_peripheral_J,prefill_row_select_J,prefill_column_select_J,prefill_write_driver_J,prefill_router_J,prefill_pipeline_register_J,prefill_sram_read_J,prefill_sram_write_J,prefill_mac_J,prefill_reduction_J,prefill_interface_J,prefill_miv_J,prefill_feol_wire_J,prefill_gpu_dynamic_J,prefill_gpu_static_J,prefill_feol_unresolved_J
Llama-3.1-8B,W2,8,M3D_GPU,EVALUATED,MODELED_EVENT_ENERGY__WORKLOAD_THERMAL_CLOSURE_PENDING,,,,,0.5929025544808088,1.686617796537708,0.5607022520765146,1.78347776613449,,,,,,,,65.9462193239945,1148.3182122527019,1214.2644315766963,415.5836993041597,13.833964180262091,7.9993765888e-07,3.0024881563238397,0.000268435456,0.000268435456,0.0002147483648,0.0,0.0,0.0,0.0,0.0,0.0,37.532175695872,0.18359714341916347,12.540846313890833,876.7516242555699,204.47276408814957,0.0,0.08397065158656,3.6803247554559994e-05,0.018224775167999998,0.012350083072,0.012350083072,0.009880066457600001,0.0,0.0,0.0,0.0,0.0,0.0,0.277210021888,0.001356035332236217,0.09375296320276962,54.79340222903818,10.6436856119296,0.0
Llama-3.1-8B,W2,8,M3D_MAC_NMP,EVALUATED,MODELED_EVENT_ENERGY__WORKLOAD_THERMAL_CLOSURE_PENDING,,,,,0.37227073835089103,2.686217037712565,0.3400704167470711,2.94056745530957,,,,,,,,65.94625864462319,696.4642134980016,762.4104721426248,381.50552122185013,13.833964180262091,7.9993765888e-07,3.0024881563238397,0.000268435456,0.000268435456,0.0002147483648,52.5409271676928,5.44837271027712,49.902765735936,49.902765735936,52.90057531392,0.716244516864,9.275925594112,0.18359714341916347,48.92513459365669,216.68562187845632,135.0920207754528,58.053057576478366,0.08397065158656,3.6803247554559994e-05,0.018224775167999998,0.012350083072,0.012350083072,0.009880066457600001,0.0,0.0,0.0,0.0,0.0,0.0,0.277210021888,0.001356035332236217,0.09379228383144703,54.79340222903818,10.6436856119296,0.0
Llama-3.1-8B,W3,1,HBM_GPU,EVALUATED,ENERGY_INCOMPLETE_HBM_WRITE_UNRESOLVED,27.217909574398337,2134.8580275982767,2162.075937172675,4.222804564790381,,,,,1610869248.0,UNRESOLVED,258.48904562822344,0.0,0.0,1512.9865026430566,363.3824793269964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Llama-3.1-8B,W3,1,M3D_GPU,EVALUATED,MODELED_EVENT_ENERGY__WORKLOAD_THERMAL_CLOSURE_PENDING,,,,,3.9229507373811474,0.25491015996483607,3.8703536638856666,0.2583743210164529,,,,,,,,26.929701629686146,1981.6210759094613,2008.5507775391475,415.58358953172126,23.873480886635722,1.9998441472e-07,5.18143915065344,6.7108864e-05,6.7108864e-05,5.36870912e-05,0.0,0.0,0.0,0.0,0.0,0.0,64.768257818624,0.3168282221552972,21.641274892065997,1512.9865026430566,352.85310419146657,0.0,0.05034462215536639,4.600405944319999e-06,0.01092666785792,0.001543760384,0.001543760384,0.0012350083072000001,0.0,0.0,0.0,0.0,0.0,0.0,0.14275838976,0.0006983342171858044,0.047841054578179276,22.334333706053723,4.338471725582629,0.0
Llama-3.1-8B,W3,1,M3D_MAC_NMP,EVALUATED,MODELED_EVENT_ENERGY__WORKLOAD_THERMAL_CLOSURE_PENDING,,,,,0.7298213285007812,1.370198377257934,0.6772242550053005,1.4766157481943307,,,,,,,,26.929701629686146,346.73881856271385,373.66852019239997,352.3002933142927,23.873480886635722,1.9998441472e-07,5.18143915065344,6.7108864e-05,6.7108864e-05,5.36870912e-05,36.8632148262912,1.37793556709376,11.320089378816,11.320089378816,41.713661902848,0.490834231296,3.209247588352,0.3168282221552972,31.973963176889168,74.96802366390273,72.83182290952655,31.297999574634385,0.05034462215536639,4.600405944319999e-06,0.01092666785792,0.001543760384,0.001543760384,0.0012350083072000001,0.0,0.0,0.0,0.0,0.0,0.0,0.14275838976,0.0006983342171858044,0.047841054578179276,22.334333706053723,4.338471725582629,0.0
Llama-3.1-8B,W3,8,HBM_GPU,EVALUATED,ENERGY_INCOMPLETE_HBM_WRITE_UNRESOLVED,216.1470137475758,9993.24437057607,10209.391384323646,2.49252719343839,,,,,12350083072.0,UNRESOLVED,1181.9210207102237,54.607287943168,17.7473685815296,7077.437506249032,1661.5311870921184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Llama-3.1-8B,W3,8,M3D_GPU,EVALUATED,MODELED_EVENT_ENERGY__WORKLOAD_THERMAL_CLOSURE_PENDING,,,,,2.315501609148888,0.4318718657110203,2.2630879531023225,0.441874120989935,,,,,,,,214.68633516673205,9269.608255907113,9484.294591073845,415.58337766731466,111.67487045822052,1.59987531776e-06,24.2376278802432,0.000536870912,0.000536870912,0.0004294967296,0.0,0.0,0.0,0.0,0.0,0.0,302.972495986688,1.482057957980593,101.22845018090571,7077.437506249032,1650.5737423556147,0.0,0.24784881975296,3.6803247554559994e-05,0.053792473088,0.012350083072,0.012350083072,0.009880066457600001,0.0,0.0,0.0,0.0,0.0,0.0,0.721806245888,0.0035308772154907606,0.24229626184762687,178.67466964842978,34.70777380466103,0.0
Llama-3.1-8B,W3,8,M3D_MAC_NMP,EVALUATED,MODELED_EVENT_ENERGY__WORKLOAD_THERMAL_CLOSURE_PENDING,,,,,0.6178448049572081,1.618529430006715,0.5654311442976934,1.7685619373550299,,,,,,,,214.6863540613723,2316.005967043352,2530.692321104724,418.38686346871583,111.67487045822052,1.59987531776e-06,24.2376278802432,0.000536870912,0.000536870912,0.0004294967296,217.121283899392,10.88338807226368,107.39343006105601,107.39343006105601,333.709295222784,3.84131137536,25.673980706816,1.482057957980593,187.1872528273642,599.7441893112218,409.63150740516267,176.03083696600234,0.24784881975296,3.6803247554559994e-05,0.053792473088,0.012350083072,0.012350083072,0.009880066457600001,0.0,0.0,0.0,0.0,0.0,0.0,0.721806245888,0.0035308772154907606,0.24231515648787835,178.67466964842978,34.70777380466103,0.0
Llama-3.1-70B,W1,1,HBM_GPU,EVALUATED,ENERGY_INCOMPLETE_HBM_WRITE_UNRESOLVED,49.96163541713165,4720.927430648603,4770.889066065734,18.636285414319275,,,,,7633889792.0,UNRESOLVED,571.6117618918686,0.0,0.0,3345.7484441269044,803.5672246298303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Llama-3.1-70B,W1,1,M3D_GPU,EVALUATED,MODELED_EVENT_ENERGY__WORKLOAD_THERMAL_CLOSURE_PENDING,,,,,17.30758300371519,0.05777814266644529,17.117431588504992,0.05841997935435233,,,,,,,,48.67876229381103,4382.062486657278,4430.741248951089,415.5833240397096,52.792807675605815,2.4998051839999997e-07,11.458015773327359,8.388608e-05,8.388608e-05,6.7108864e-05,0.0,0.0,0.0,0.0,0.0,0.0,143.225532710912,0.7006186099778685,47.853781662722625,3345.7484441269044,780.2830509668233,0.0,0.22497228261949437,2.249901106176e-05,0.04882740805632,0.007550003712,0.007550003712,0.0060400029696,0.0,0.0,0.0,0.0,0.0,0.0,0.640542615552,0.0031333531497538484,0.2143660273068149,39.795444229077056,7.730313868644937,0.0
Llama-3.1-70B,W1,1,M3D_MAC_NMP,EVALUATED,MODELED_EVENT_ENERGY__WORKLOAD_THERMAL_CLOSURE_PENDING,,,,,2.703304880955741,0.36991758016078996,2.5131534592037728,0.3979064614370282,,,,,,,,48.67876396850381,643.3672855561658,692.0460495246697,341.4648062845164,52.792807675605815,2.4998051839999997e-07,11.458015773327359,8.388608e-05,8.388608e-05,6.7108864e-05,77.355159650304,4.27341729759232,26.749228548096003,26.749228548096003,37.356216254464,0.16005464064,5.410216476672,0.7006186099778685,74.63748453393131,126.38265689505792,139.42631350267823,59.91563201871849,0.22497228261949437,2.249901106176e-05,0.04882740805632,0.007550003712,0.007550003712,0.0060400029696,0.0,0.0,0.0,0.0,0.0,0.0,0.640542615552,0.0031333531497538484,0.21436770199958755,39.795444229077056,7.730313868644937,0.0
Llama-3.1-70B,W1,8,HBM_GPU,EVALUATED,ENERGY_INCOMPLETE_HBM_WRITE_UNRESOLVED,384.1950990863125,4927.073573301891,5311.268672388203,2.5933929064395524,,,,,60400029696.0,UNRESOLVED,589.5206483389317,13.721346768896,4.4594376998911995,3490.630688665764,828.7414518284086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Llama-3.1-70B,W1,8,M3D_GPU,EVALUATED,MODELED_EVENT_ENERGY__WORKLOAD_THERMAL_CLOSURE_PENDING,,,,,2.4190898861943904,0.41337860395636544,2.232335694729861,0.447961300068273,,,,,,,,382.4725841193555,4571.823502806756,4954.2960869261115,415.5835842047689,55.07805471823626,1.9998441471999998e-06,11.95399993884672,0.00067108864,0.00067108864,0.000536870912,0.0,0.0,0.0,0.0,0.0,0.0,149.427683590144,0.7309587181591679,49.92828510218139,3490.630688665764,814.0719510253882,0.0,0.36515167233638396,0.00017999208849408,0.07925158379519999,0.060400029696,0.060400029696,0.0483200237568,0.0,0.0,0.0,0.0,0.0,0.0,1.232244916224,0.006027801129031645,0.41454328885763725,318.36355383261645,61.8425109491595,0.0
Llama-3.1-70B,W1,8,M3D_MAC_NMP,EVALUATED,MODELED_EVENT_ENERGY__WORKLOAD_THERMAL_CLOSURE_PENDING,,,,,1.9637129390868475,0.5092394005740031,1.7769587028280507,0.5627592798912481,,,,,,,,382.472675858016,3639.211423391848,4021.6840992498637,431.45227997873553,55.07805471823626,1.9998441471999998e-06,11.95399993884672,0.00067108864,0.00067108864,0.000536870912,295.8564567810048,34.2633163522048,355.535573827584,355.535573827584,298.849730035712,1.28043712512,43.281731813376,0.7309587181591679,283.38117014493764,1011.0612551604634,624.1748110457766,268.2264728548067,0.36515167233638396,0.00017999208849408,0.07925158379519999,0.060400029696,0.060400029696,0.0483200237568,0.0,0.0,0.0,0.0,0.0,0.0,1.232244916224,0.006027801129031645,0.4146350275181514,318.36355383261645,61.8425109491595,0.0
Llama-3.1-70B,W2,1,HBM_GPU,EVALUATED,ENERGY_INCOMPLETE_HBM_WRITE_UNRESOLVED,65.78021765490595,4920.929649866353,4986.709867521259,19.47933542000492,,,,,7550003712.0,UNRESOLVED,592.040406867247,7.371640274944,2.3957830893568,3486.8381198005045,832.2836998343007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Llama-3.1-70B,W2,1,M3D_GPU,EVALUATED,MODELED_EVENT_ENERGY__WORKLOAD_THERMAL_CLOSURE_PENDING,,,,,18.09093669204648,0.055276297574997385,17.839285514379046,0.05605605668421907,,,,,,,,64.4227014828634,4566.857091681036,4631.279793163899,415.5836636754867,55.01907712994181,2.4998051839999997e-07,11.94119959412736,8.388608e-05,8.388608e-05,6.7108864e-05,0.0,0.0,0.0,0.0,0.0,0.0,149.265330470912,0.7301647198105878,49.87550266276919,3486.8381198005045,813.1874621719654,0.0,0.2336686476754944,2.249901106176e-05,0.050714844856319996,0.007550003712,0.007550003712,0.0060400029696,0.0,0.0,0.0,0.0,0.0,0.0,0.664135575552,0.003248767641287908,0.22226539249859237,52.94322025236154,10.284285492873508,0.0
Llama-3.1-70B,W2,1,M3D_MAC_NMP,EVALUATED,MODELED_EVENT_ENERGY__WORKLOAD_THERMAL_CLOSURE_PENDING,,,,,3.0143549982281113,0.33174592925777385,2.7627037884021894,0.3619642482838706,,,,,,,,64.42270971543601,707.2521698309605,771.6748795463965,346.41658348678743,55.01907712994181,2.4998051839999997e-07,11.94119959412736,8.388608e-05,8.388608e-05,6.7108864e-05,85.0728669151232,4.32440996790272,31.330087993344,31.330087993344,49.435811774464,0.58686701568,5.787703836672,0.7301647198105878,80.48915054350678,135.20076162465793,151.0801245157111,64.92362107567045,0.2336686476754944,2.249901106176e-05,0.050714844856319996,0.007550003712,0.007550003712,0.0060400029696,0.0,0.0,0.0,0.0,0.0,0.0,0.664135575552,0.003248767641287908,0.22227362507119314,52.94322025236154,10.284285492873508,0.0
Llama-3.1-70B,W2,8,HBM_GPU,EVALUATED,ENERGY_INCOMPLETE_HBM_WRITE_UNRESOLVED,511.809763274417,7962.457030229859,8474.266793504275,4.1378255827657595,,,,,60400029696.0,UNRESOLVED,589.5206483389317,400.268403408896,130.0872311078912,4619.348094054564,2223.2326533195755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Llama-3.1-70B,W2,8,M3D_GPU,EVALUATED,MODELED_EVENT_ENERGY__WORKLOAD_THERMAL_CLOSURE_PENDING,,,,,3.2024287796440545,0.3122629943736481,2.9541748910276406,0.3385039941396765,,,,,,,,508.42396388641566,6050.150176824608,6558.574140711024,415.5834994741371,72.88821035292426,1.9998441471999998e-06,15.81947050524672,0.00067108864,0.00067108864,0.000536870912,0.0,0.0,0.0,0.0,0.0,0.0,197.746065670144,0.967318315546492,66.07189621162108,4619.348094054564,1077.3072406665253,0.0,0.43472259278438397,0.00017999208849408,0.0943510781952,0.060400029696,0.060400029696,0.0483200237568,0.0,0.0,0.0,0.0,0.0,0.0,1.4209885962239999,0.006951080806325878,0.47760450128803694,423.54576201889233,82.27428394298806,0.0
Llama-3.1-70B,W2,8,M3D_MAC_NMP,EVALUATED,MODELED_EVENT_ENERGY__WORKLOAD_THERMAL_CLOSURE_PENDING,,,,,2.2395842395733707,0.4465114472275867,1.991330307219072,0.5021768595469818,,,,,,,,508.42405346160416,4078.2444691846595,4586.668522646263,419.04862070493175,72.88821035292426,1.9998441471999998e-06,15.81947050524672,0.00067108864,0.00067108864,0.000536870912,339.153006886912,34.29694594613248,370.237658628096,370.237658628096,395.486494195712,3.699929776128,46.301630693376,0.967318315546492,317.8865913355756,1081.6060929972634,720.1791768506185,309.48240302499556,0.43472259278438397,0.00017999208849408,0.0943510781952,0.060400029696,0.060400029696,0.0483200237568,0.0,0.0,0.0,0.0,0.0,0.0,1.4209885962239999,0.006951080806325878,0.4776940764765803,423.54576201889233,82.27428394298806,0.0
Llama-3.1-70B,W3,1,HBM_GPU,EVALUATED,ENERGY_INCOMPLETE_HBM_WRITE_UNRESOLVED,159.71878990448286,13842.563129183643,14002.281919088126,27.348206873218995,,,,,7550003712.0,UNRESOLVED,1184.080813734494,584.513642037248,189.9669336621056,8637.4056951441,3246.596044605695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Llama-3.1-70B,W3,1,M3D_GPU,EVALUATED,MODELED_EVENT_ENERGY__WORKLOAD_THERMAL_CLOSURE_PENDING,,,,,22.40214510042678,0.04463858239990371,22.09523709594884,0.045258622736542166,,,,,,,,157.13689829270484,11312.761393125806,11469.89829141851,415.58334985440985,136.29032366541372,4.999610367999999e-07,29.58010280312832,0.00016777216,0.00016777216,0.000134217728,0.0,0.0,0.0,0.0,0.0,0.0,369.751956127744,1.8087243782873945,123.54037947015614,8637.4056951441,2014.3837412749672,0.0,0.2848805752274944,2.249901106176e-05,0.06182975045632,0.007550003712,0.007550003712,0.0060400029696,0.0,0.0,0.0,0.0,0.0,0.0,0.803071895552,0.003928405810731244,0.26867215344167134,130.3690123894813,25.32434061333065,0.0
Llama-3.1-70B,W3,1,M3D_MAC_NMP,EVALUATED,MODELED_EVENT_ENERGY__WORKLOAD_THERMAL_CLOSURE_PENDING,,,,,4.063432398439313,0.24609736349596487,3.7565243887861177,0.26620351593754454,,,,,,,,157.13690094243606,1923.3404870584923,2080.4773880009284,363.95907883751545,136.29032366541372,4.999610367999999e-07,29.58010280312832,0.00016777216,0.00016777216,0.000134217728,211.8377329917952,8.53100361416704,70.60749287424001,70.60749287424001,241.314213920768,2.45417115648,16.026738622464,1.8087243782873945,200.79767341711067,374.38461422075903,391.05274278889044,168.0469894687394,0.2848805752274944,2.249901106176e-05,0.06182975045632,0.007550003712,0.007550003712,0.0060400029696,0.0,0.0,0.0,0.0,0.0,0.0,0.803071895552,0.003928405810731244,0.26867480317289427,130.3690123894813,25.32434061333065,0.0
Llama-3.1-70B,W3,8,HBM_GPU,EVALUATED,ENERGY_INCOMPLETE_HBM_WRITE_UNRESOLVED,1263.3183412710323,60591.96862663185,61855.28696790289,15.101388419898166,,,,,60400029696.0,UNRESOLVED,1179.0412966778633,5358.699698716672,1741.5774020829183,22548.531832453857,29764.11839670054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Llama-3.1-70B,W3,8,M3D_GPU,EVALUATED,MODELED_EVENT_ENERGY__WORKLOAD_THERMAL_CLOSURE_PENDING,,,,,7.515347945616481,0.13306103818962575,7.2101385605146415,0.13869358981204136,,,,,,,,1250.1376413771359,29532.72754386797,30782.865185245108,415.5833314359359,355.79377595008935,3.9996882943999996e-06,77.22056992948224,0.00134217728,0.00134217728,0.001073741824,0.0,0.0,0.0,0.0,0.0,0.0,965.262492827648,4.721797552954356,322.50829627653167,22548.531832453857,5258.68501678134,0.0,0.8444180132003839,0.00017999208849408,0.18327032299520002,0.060400029696,0.060400029696,0.0483200237568,0.0,0.0,0.0,0.0,0.0,0.0,2.532479156224,0.012388188920723384,0.8489615980626128,1042.9520991158504,202.5947249066452,0.0
Llama-3.1-70B,W3,8,M3D_MAC_NMP,EVALUATED,MODELED_EVENT_ENERGY__WORKLOAD_THERMAL_CLOSURE_PENDING,,,,,3.2647935452761767,0.3062980816802024,2.959584140592094,0.3378853083730676,,,,,,,,1250.1377215860025,12122.456639865217,13372.59436145122,426.02726055454633,355.79377595008935,3.9996882943999996e-06,77.22056992948224,0.00134217728,0.00134217728,0.001073741824,1029.5553111883776,68.2854702907392,777.489613848576,777.489613848576,1930.513711366144,22.525023092736,128.213908979712,4.721797552954356,945.0651854574829,2995.0769137660723,2105.644108741654,904.8578737565485,0.8444180132003839,0.00017999208849408,0.18327032299520002,0.060400029696,0.060400029696,0.0483200237568,0.0,0.0,0.0,0.0,0.0,0.0,2.532479156224,0.012388188920723384,0.8490418069292857,1042.9520991158504,202.5947249066452,0.0
Llama-3.1-405B,W1,1,HBM_GPU,SYSTEM_CAPACITY_INFEASIBLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Llama-3.1-405B,W1,1,M3D_GPU,EVALUATED,MODELED_EVENT_ENERGY__WORKLOAD_THERMAL_CLOSURE_PENDING,,,,,100.08262681180061,0.009991744140373536,98.98985756160764,0.010102045044136334,,,,,,,,279.7489280494018,25341.403535771555,25621.152463820956,415.5833163902152,305.3005639329513,3.9371931648e-07,66.26165250850816,0.000132120576,0.000132120576,0.0001056964608,0.0,0.0,0.0,0.0,0.0,0.0,828.2711848386559,4.05167423367931,276.7376100886745,19348.414877831005,4512.36560200675,0.0,1.2486100356169727,6.693304820736e-05,0.27099512438784,0.022460754432,0.022460754432,0.0179686035456,0.0,0.0,0.0,0.0,0.0,0.0,3.477282072576,0.01700990500567962,1.1623665910866992,229.0219185899939,44.48778868527688,0.0
