model,context_label,H,P,G,B,path,GPU_energy_J,local_memory_energy_J,external_memory_energy_J,NMP_MAC_energy_J,NMP_SRAM_energy_J,NMP_fabric_energy_J,NMP_NoC_energy_J,NMP_reduction_energy_J,NMP_interface_energy_J,total_E2E_energy_J,generated_tokens,J_per_token,tokens_per_J
Llama-3.1-70B,LC126K,126000,512,512,1,M3D_GPU,10807.48278942188,662.4155019966315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11469.89829141851,512.0,22.40214510042678,0.04463858239990371
Llama-3.1-70B,LC126K,126000,512,512,1,M3D_NMP_UNIFORM,948.6981811922715,348.21351495838945,0.0,241.314213920768,249.20083188940802,466.36247296455383,32.96649791788494,3.30779590656,25.273397337104296,2315.3369060869395,512,4.522142394701054,0.2211341246511339
Llama-3.1-70B,LC126K,126000,512,512,1,M3D_NMP_CPA,921.1307100124613,336.36695566868883,0.0,241.314213920768,141.21498574848002,379.7564569026489,32.96649791788494,2.45417115648,25.27339667351626,2080.4773880009284,512,4.063432398439313,0.24609736349596487
Llama-3.1-70B,LC126K,126000,512,512,8,HBM_GPU,53558.19705317689,1183.9378265782814,7114.116314221772,0.0,0.0,0.0,0.0,0.0,0.0,61856.25119397694,4096,15.101623826654526,0.06621804459431636
Llama-3.1-70B,LC126K,126000,512,512,8,M3D_GPU,29052.76367325769,1730.1015119874182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30782.865185245108,4096.0,7.515347945616481,0.13306103818962575
Llama-3.1-70B,LC126K,126000,512,512,8,M3D_NMP_UNIFORM,6516.171877335024,1417.6678832172092,0.0,1930.513711366144,1993.425461182464,2123.2307467399273,263.89142920623885,26.46236725248,198.29223180475856,14469.655708104245,4096,3.532630788111388,0.283075152763026
Llama-3.1-70B,LC126K,126000,512,512,8,M3D_NMP_CPA,6346.2678465302215,1344.6551501883364,0.0,1930.513711366144,1554.979227697152,1711.4697503304128,263.89142920623885,22.525023092736,198.29222303997736,13372.59436145122,4096,3.2647935452761767,0.3062980816802024
Llama-3.1-405B,LC20K,20000,512,256,1,HBM_GPU,50599.327510606716,595.0095912307311,7337.430895453798,0.0,0.0,0.0,0.0,0.0,0.0,58531.767997291245,256,228.63971873941892,0.0043736932739131896
Llama-3.1-405B,LC20K,20000,512,256,1,M3D_GPU,24457.791379036713,1503.931208763496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25961.72258780021,256.0,101.41297885859457,0.009860670806192887
Llama-3.1-405B,LC20K,20000,512,256,1,M3D_NMP_UNIFORM,1328.8013879259292,635.4135945919417,0.0,250.34936549376,503.331831545856,993.593638969826,61.99229678407781,5.209778552832,30.753949794269992,3809.445843658493,256,14.880647826790987,0.06720137534601207
Llama-3.1-405B,LC20K,20000,512,256,1,M3D_NMP_CPA,1254.5267972450592,603.4956161237192,0.0,250.34936549376,228.910348763136,768.4163527901727,61.99229678407781,1.8486310993919999,30.75392031337811,3200.2933286126945,256,12.501145814893338,0.07999266745682161
Llama-3.1-405B,LC20K,20000,512,256,8,HBM_GPU,58021.70706031982,597.0756755647853,8162.436597573222,0.0,0.0,0.0,0.0,0.0,0.0,66781.21933345783,2048,32.60801725266496,0.030667304676989304
Llama-3.1-405B,LC20K,20000,512,256,8,M3D_GPU,28918.276164038147,1644.153573400256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30562.4297374384,2048.0,14.923061395233594,0.06701037900436425
Llama-3.1-405B,LC20K,20000,512,256,8,M3D_NMP_UNIFORM,8633.691243695412,1582.5822781767883,0.0,2002.79492395008,4027.4804940472322,3278.9722752305934,494.1316967071482,41.678228422656,223.4353751605043,20284.766515390413,2048,9.904671150092975,0.10096246355343287
Llama-3.1-405B,LC20K,20000,512,256,8,M3D_NMP_CPA,8281.657146699426,1431.3029296440607,0.0,2002.79492395008,3165.9935378964483,2328.9483899299157,494.1316967071482,12.100130832384,223.4353653096855,17940.36412096915,2048,8.759943418441967,0.11415598848443918
Llama-3.1-405B,LC64K,64000,512,512,1,HBM_GPU,104075.89019907282,1186.741456237354,15141.679489928396,0.0,0.0,0.0,0.0,0.0,0.0,120404.31114523858,512,235.1646702055441,0.004252339431454379
Llama-3.1-405B,LC64K,64000,512,512,1,M3D_GPU,50057.16793910674,3085.101361028851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53142.26930013559,512,103.79349472682732,0.009634515174885347
Llama-3.1-405B,LC64K,64000,512,512,1,M3D_NMP_UNIFORM,2673.055676496291,1324.2078541051656,0.0,687.265667874816,1011.4794455040001,2029.3395236744439,123.88944871146866,10.419557105664,66.9903435766465,7926.6475170484955,512,15.481733431735343,0.06459225024183292
Llama-3.1-405B,LC64K,64000,512,512,1,M3D_NMP_CPA,2566.6579201077216,1278.4855856978404,0.0,687.265667874816,489.873753243648,1640.4165102980662,123.88944871146866,7.730639142912,66.99031891929096,6861.309843995763,512,13.400995789054225,0.07462132036611699
Llama-3.1-405B,LC64K,64000,512,512,8,HBM_GPU,139723.43019575012,1184.1279890188475,20256.05685177221,0.0,0.0,0.0,0.0,0.0,0.0,161163.6150365412,4096,39.346585702280564,0.02541516581811161
Llama-3.1-405B,LC64K,64000,512,512,8,M3D_GPU,66969.2337763428,3946.5981689963774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70915.83194533917,4096,17.313435533530072,0.057758611689941584
Llama-3.1-405B,LC64K,64000,512,512,8,M3D_NMP_UNIFORM,17391.2100139622,3610.105209579753,0.0,5498.125342998528,8105.6868335616,6901.357776446528,992.8159690161671,83.356456845312,513.2957471234208,43095.953349533505,4096,10.521472985725953,0.09504372642087838
Llama-3.1-405B,LC64K,64000,512,512,8,M3D_NMP_CPA,16934.487302486406,3413.838219887772,0.0,5498.125342998528,6440.978044944384,5394.159057517163,992.8159690161671,58.110504861696,513.2952258011247,39245.80966751325,4096,9.581496500857726,0.10436783021425525
Llama-3.1-405B,LC126K,126000,512,512,1,HBM_GPU,108666.94894375835,1186.741456237354,15837.673343470795,0.0,0.0,0.0,0.0,0.0,0.0,125691.36374346651,512,245.49094481145804,0.004073470004231806
Llama-3.1-405B,LC126K,126000,512,512,1,M3D_GPU,52115.367743716604,3202.475600960417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55317.84334467702,512.0,108.04266278257231,0.009255603057584988
Llama-3.1-405B,LC126K,126000,512,512,1,M3D_NMP_UNIFORM,3187.6631081714636,1419.7284280285407,0.0,949.392890658816,1017.7017709854721,2088.348903714268,123.8468602079879,10.419557105664,79.63550770921773,8876.73702658143,512,17.337377005041855,0.05767885186491541
Llama-3.1-405B,LC126K,126000,512,512,1,M3D_NMP_CPA,3085.954688142313,1376.021308621044,0.0,949.392890658816,492.264229699584,1693.3134513891596,123.8468602079879,7.730639142912,79.63550667891137,7808.159574540728,512,15.250311669024859,0.06557243036751277
Llama-3.1-405B,LC126K,126000,512,512,8,HBM_GPU,176628.08652930072,1184.1279890188475,25824.00768011141,0.0,0.0,0.0,0.0,0.0,0.0,203636.222198431,4096,49.71587456016382,0.020114299684899375
Llama-3.1-405B,LC126K,126000,512,512,8,M3D_GPU,83434.83221322174,4885.578201371742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88320.41041459348,4096.0,21.562600198875362,0.046376596086596125
Llama-3.1-405B,LC126K,126000,512,512,8,M3D_NMP_UNIFORM,21477.633365887632,4361.19053916939,0.0,7595.143125270528,8005.626913357824,7301.458625090199,976.2861914135243,83.356456845312,614.7364546490717,50415.43167168349,4096,12.308454997969601,0.08124496536445554
Llama-3.1-405B,LC126K,126000,512,512,8,M3D_NMP_CPA,21027.22125258184,4167.636333965159,0.0,7595.143125270528,6411.676368764928,5934.66140331054,976.2861914135243,69.51706558464,614.7364416658161,46796.878182556975,4096,11.425019087538324,0.08752720606749233
